reviewer,docID,citation,year,link,mine_type,metals,country,region,location,mine,latitude,longitude,impactID,mitigationID,affected_system,affected_component,affected_factor,impact description,comment,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_expansion,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_comment,focus,contaminant,est_significance,impact_direction,impact_info_source,mitigation,mitigation_description,mitigation_info_source
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C26,E4M6,4-Biodiversity,4B-Fauna,4B-Species groups,Change in Mortality Risk for wildlife,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.8 Species of c.concern (13-78),Yes,Use motion sensors for security lighting.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C27,E4M1,4-Biodiversity,4B-Fauna,4B-Species groups,Change in Health  for wildlife,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.8 Species of c.concern (13-78),Yes,Use best practices for herbicides.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C27,E4M2,4-Biodiversity,4B-Fauna,4B-Species groups,Change in Health  for wildlife,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.8 Species of c.concern (13-78),Yes,Implement dust control measures,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C27,E4M3,4-Biodiversity,4B-Fauna,4B-Species groups,Change in Health  for wildlife,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.8 Species of c.concern (13-78),Yes,Do not bury waste during progressive reclamation activities.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C27,E4M4,4-Biodiversity,4B-Fauna,4B-Species groups,Change in Health  for wildlife,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.8 Species of c.concern (13-78),Yes,Check that equipment arrives on site free from fluid leaks.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C27,E4M5,4-Biodiversity,4B-Fauna,4B-Species groups,Change in Health  for wildlife,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.8 Species of c.concern (13-78),Yes,Inspect and maintain equipment on a regular schedule.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C27,E4M6,4-Biodiversity,4B-Fauna,4B-Species groups,Change in Health  for wildlife,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.8 Species of c.concern (13-78),Yes,"Establish a site for equipment maintenance, repair, and cleaning that is at least 100 m from any lake, river, stream, or wetland.",See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C28,E4M1,5-Societies,5D-Culture/history,5D-Cultural resources,Disturbance/Loss of Archaeological or Cultural Resources ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.9 History.culture (13-86),Yes, Develop and implement EPP in the event of unexpected discovery.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C29,E4M1,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Change in Activity Distribution (Location and/or Timing) ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes, On-going engagement with Aboriginal communities and organizations.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C29,E4M2,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Change in Activity Distribution (Location and/or Timing) ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes,No hunting and fishing policy on the Project site.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C29,E4M3,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Change in Activity Distribution (Location and/or Timing) ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes,Progressive rehabilitation.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C29,E4M4,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Change in Activity Distribution (Location and/or Timing) ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes,Aldreron and contractor compliance with any relevant benefits agreement provisions.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C30,E4M1,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Change in Overall Activity Levels ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes, On-going engagement with Aboriginal communities and organizations.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C30,E4M2,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Change in Overall Activity Levels ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes,Aldreron and contractor compliance with any relevant benefits agreement provisions.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C30,E4M3,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Change in Overall Activity Levels ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes,"Possible work rotations, cultural leave provisions, and cultural activities in the workplace.",See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C31,E4M1,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Resulting Change in Overall Quality and Cultural Value of the Activity ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes,On-going engagement with Aboriginal communities and organizations.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C31,E4M2,5-Societies,5A-Landscapes,5A-Change of land use,Land use for Traditional Purposes by Aboriginal Persons: Resulting Change in Overall Quality and Cultural Value of the Activity ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.10 Land use (13-95),Yes,Aldreron and contractor compliance with any relevant benefits agreement provisions.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C32,E4M1,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Change in Access ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-108),Yes, Install navigation signage for stream crossings and in-water Project features.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C32,E4M2,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Change in Access ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-108),Yes,Work with local snowmobile and cross country ski organizations to address Project effects.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C33,E4M1,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Change in Level of Activity / Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-108),Yes, Manage dust and noise.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C33,E4M2,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Change in Level of Activity / Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-108),Yes,Install navigation signage for stream crossings and in-water Project features,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C33,E4M3,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Change in Level of Activity / Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-108),Yes,Implement a no harvesting and firearms prohibition policy on the Project site,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C33,E4M4,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Change in Level of Activity / Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-108),Yes,Work with local snowmobile and cross country ski organizations to address Project effects.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C34,E4M1,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Cabin Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,Manage dust and noise.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C34,E4M2,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Cabin Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,Conduct an inventory of existing cabins and owners.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C34,E4M3,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Cabin Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,Continue on-going engagement with cabin owners.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C34,E4M4,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Cabin Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,Install navigation signage for stream crossings and in-water Project features,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C34,E4M5,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Cabin Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,Work with local snowmobile,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C34,E4M6,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Cabin Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,organizations and cabin owners to address Project effects.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C34,E4M7,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Cabin Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,Develop Blasting Plan.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C34,E4M8,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Cabin Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,Work with cabin owners to address Project effects on access.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C35,E4M1,5-Societies,5A-Landscapes,5A-Scenic resources,Viewscape ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,South Rose Waste Rock Disposal Area was moved to minimize viewshed effects on residents of Fermont.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C36,E4M1,5-Societies,5A-Landscapes,5A-Change of land use,Use of Lands and Resources  (other): Designated Land Use ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.11 Land use other (13-109),Yes,Engage in ongoing discussions with Labrador City and Wabush.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M1,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,Develop transportation arrangements (workers will be bussed to the Project site).,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M2,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,Construct an access road to the Project site to minimize Project- related traffic on public roads and through residential areas.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M3,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,Develop human resource policies and practices.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M4,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,Supply water during construction through groundwater wells.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M5,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,Work with Nalcor Energy to ensure Alderon’s power demand will not place additional pressure on existing power supply.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M6,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,"A first aid office at the Project site, with medical personnel.",See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M7,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,"Provide information to workers with respect to money management, alcohol and substance abuse, family adaptation and coping mechanisms, and other similar issues.",See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M8,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,"Provide worker induction training, safety absolutes, acknowledgement and respect of safety rules and emergency response team training.",See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C37,E4M9,5-Societies,5C-Service & infrastructure,5C-Municipal services,"Impact on Municipal Services and Infrastructure (Labrador City, Wabush and Fremont) ",,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-118),Yes,Comply with provisions of any concluded benefits agreements respecting workplace policies and conditions.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C38,E4M1,5-Societies,5C-Service & infrastructure,5C-Infrastructure,Impact on availability of Housing and Accommodations ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-119),Yes,Develop transportation arrangements.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C38,E4M2,5-Societies,5C-Service & infrastructure,5C-Infrastructure,Impact on availability of Housing and Accommodations ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-119),Yes,Develop human resource policies and practices.,See Impacts
BM,E4,Alderon Iron Ore Corp (2012) Kami Iron Ore. https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,2012,https://iaac-aeic.gc.ca/050/evaluations/proj/64575?culture=en-CA,Open pit,Iron,Canada,Labrador,Fermont,Kami Iron Ore,52.895271,-66.89041697,E4C38,E4M3,5-Societies,5C-Service & infrastructure,5C-Infrastructure,Impact on availability of Housing and Accommodations ,,,,,,NS,,,,NS,,NS,NS,NS,NS, EIS V1P1: Table 13.12 C. Services (13-119),Yes,Engage with government agencies and communities to establish a Project accommodation strategy.,See Impacts
